Serial_num,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres,freq_mism,freq,mismatch,freq_sum,freq_cat
26808,colère,kolER,NOM,1,68.9,67.91,100.07,92.77,CVCVC,CVCVCV,2,6,H_1,5.798031485559308,1,329.65,H
108539,punir,pyniR,VER,1,41.7,13.82,20.14,8.45,CVCVC,CVCVC,2,5,H_1,4.432125465974346,1,84.11,H
126057,simple,s5pl,NOM,1,10.67,8.49,11.15,7.43,CVCC,CVCCCV,1,6,H_2,3.630720539940404,2,37.74,H
45014,disque,disk,NOM,1,33.61,20.36,42.16,21.49,CVCC,CVCCVV,1,6,H_2,4.76745908903181,2,117.61999999999999,H
102259,plage,plaZ,NOM,1,48.19,44.99,86.89,72.03,CCVC,CCVCV,1,5,H_2,5.529825834193874,2,252.1,H
102208,place,plas,NOM,1,301.3,280.54,468.58,437.97,CCVC,CCVCV,1,5,H_2,7.305450277825872,2,1488.39,H
87736,mètre,mEtR,NOM,1,43.49,6.03,130.07,21.82,CVCC,CVCCV,1,5,H_2,5.30534263148479,2,201.41,H
83624,luxe,lyks,NOM,1,15.62,15.42,38.85,38.65,CVCC,CVCV,1,4,H_2,4.6871187686352584,2,108.53999999999999,H
102053,piste,pist,NOM,1,51.77,43.01,41.15,34.86,CVCC,CVCCV,1,5,H_2,5.1404347316311005,2,170.79000000000002,H
100749,peuple,p2pl,NOM,1,111.36,105.65,107.3,89.39,CVCC,CVVCCV,1,6,H_2,6.025141073467366,2,413.7,H
134456,titre,titR,NOM,1,41.35,32.4,71.22,53.04,CVCC,CVCCV,1,5,H_2,5.288317534469703,2,198.01,H
62553,fleuve,fl9v,NOM,1,21.58,19.81,46.89,39.32,CCVC,CCVVCV,1,6,H_2,4.848900370910689,2,127.6,H
81159,large,laRZ,ADJ,1,18.66,14.25,107.5,70.54,CVCC,CVCCV,1,5,H_2,5.351621138570348,2,210.95,H
24407,chiffre,SifR,NOM,1,27.28,9.38,33.11,12.7,CVCC,CCVCCCV,1,7,H_2,4.4124345908452645,2,82.47000000000001,H
82673,litre,litR,NOM,1,10.19,2.75,18.51,10.2,CVCC,CVCCV,1,5,H_2,3.7293013686128518,2,41.650000000000006,H
17493,bourse,buRs,NOM,1,19.66,17.48,13.18,11.22,CVCC,CVVCCV,1,6,H_2,4.119687369893896,2,61.54,H
126890,sombre,s§bR,ADJ,1,31.86,24.66,125.74,93.72,CVCC,CVCCCV,1,6,H_2,5.620328399323409,2,275.98,H
18422,brique,bRik,NOM,1,13.56,4.02,31.55,11.69,CCVC,CCVCVV,1,6,H_2,4.107918682249219,2,60.81999999999999,H
63506,foudre,fudR,NOM,1,12.94,12.5,14.46,12.64,CVCC,CVVCCV,1,6,H_2,3.961574784257394,2,52.54,H
91530,naître,nEtR,VER,1,116.11,12.74,119.32,19.86,CVCC,CVVCCV,1,6,H_2,5.591098914544516,2,268.03,H
68059,gorge,gORZ,NOM,1,30.87,29.57,86.82,82.64,CVCC,CVCCV,1,5,H_2,5.437644431769136,2,229.89999999999998,H
131698,table,tabl,NOM,1,118.37,111.44,379.8,341.08,CVCC,CVCCV,1,5,H_2,6.857188036744397,2,950.69,H
63182,force,fORs,NOM,1,151.96,108.29,344.73,218.38,CVCC,CVCCV,1,5,H_2,6.71339352909338,2,823.36,H
19639,cadre,kadR,NOM,1,13.53,10.98,42.84,29.8,CVCC,CVCCV,1,5,H_2,4.576256175823449,2,97.14999999999999,H
133462,terme,tERm,NOM,1,37.67,25.72,59.73,34.86,CVCC,CVCCV,1,5,H_2,5.062468442736273,2,157.98000000000002,H
61837,film,film,NOM,1,252.66,195.1,74.12,49.53,CVCC,CVCC,1,4,H_2,6.348106990518578,2,571.41,H
61069,ferme,fERm,ADJ,1,25.2,22.93,45.14,39.39,CVCC,CVCCV,1,5,H_2,4.88778946409741,2,132.66,H
128683,stade,stad,NOM,1,15.14,14.34,14.8,13.18,CCVC,CCVCV,1,5,H_2,4.051089053551143,2,57.46,H
20170,calme,kalm,NOM,1,105.2,105.08,53.24,52.03,CVCC,CVCCV,1,5,H_2,5.754317148030248,2,315.54999999999995,H
