Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,freqlivres,nbhomoph,islem,nblettres,nbsyll,cv-cv,cgramortho,pld20,Mlex puPhon,Mlex pld20,Mlex fb,Mlex ff,freq_comb,freq_comb_2,Word,nbphons,Pulexique,PUmMlex,maxPU,finalPU
jupette,ZypEt,jupette,NOM,0.66,0.63,1.42,2,1,7,2,CV-CVC,NOM,2,4,2,1.42000002,0.63,0.311753865,0.408944338,jupette,5,4,4,4,FALSE
piquette,pikEt,piquette,NOM,0.99,0.99,1.08,2,1,8,2,CV-CVC,NOM,1.3,5,1.5,1.07999998,0.99,0.315970341,0.415807598,piquette,5,5,5,5,TRUE
tulipe,tylip,tulipe,NOM,2.63,1.53,0.54,2,1,6,2,CV-CVC,NOM,2.15,5,2.2,0.54,1.53,0.315970345,0.415807605,tulipe,5,5,5,5,TRUE
carême,kaREm,carême,NOM,0.25,0.25,1.82,2,1,6,2,CV-CVC,NOM,1.65,5,1.65,1.82000001,0.25,0.315970348,0.415807608,carême,5,5,5,5,TRUE
banquise,b@kiz,banquise,NOM,0.66,0.65,1.42,2,1,8,2,CV-CVC,NOM,1.95,5,2.1,1.42000002,0.65,0.31597035,0.415807612,banquise,5,4,5,5,TRUE
hammam,amam,hammam,NOM,0.73,0.58,1.49,2,1,6,2,V-CVC,NOM,1.45,4,1.75,1.49000002,0.58,0.31597035,0.415807612,hammam,4,4,4,4,TRUE
syncope,s5kOp,syncope,NOM,0.76,0.73,1.35,2,1,7,2,CV-CVC,NOM,1.9,4,1.9,1.34999999,0.73,0.318063333,0.419227617,syncope,5,5,4,5,TRUE
jugeote,ZyZOt,jugeote,NOM,1.07,1.07,1.01,1,1,7,2,CV-CVC,NOM,2,4,2.4,1.01000001,1.07,0.318063337,0.419227623,jugeote,5,4,4,4,FALSE
forum,foROm,forum,NOM,1.4,1.14,0.95,2,1,5,2,CV-CVC,NOM,1.95,2,1.95,0.94999999,1.14,0.320146284,0.422639927,forum,5,4,2,4,FALSE
savane,savan,savane,NOM,0.34,0.34,1.76,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,1.75999999,0.34,0.322219293,0.426044565,savane,5,5,5,5,TRUE
cagnotte,kaNOt,cagnotte,NOM,1.09,1.09,1.01,1,1,8,2,CV-CVC,NOM,1.55,3,1.8,1.01000001,1.09,0.322219297,0.426044572,cagnotte,5,5,3,5,TRUE
appoint,apw5,appoint,NOM,0.35,0.35,1.76,1,1,7,2,V-CYV,NOM,1.9,4,1.95,1.75999999,0.35,0.324282453,0.429441563,appoint,4,4,4,4,TRUE
génisse,Zenis,génisse,NOM,0.83,0.69,1.42,2,1,7,2,CV-CVC,NOM,1.6,5,1.75,1.42000002,0.69,0.324282459,0.429441573,génisse,5,5,5,5,TRUE
colloque,kolOk,colloque,NOM,0.7,0.58,1.55,2,1,8,2,CV-CVC,NOM,1.7,4,1.75,1.55,0.58,0.328379603,0.436212767,colloque,5,5,4,5,TRUE
bidule,bidyl,bidule,NOM,1.1,0.94,1.22,2,1,6,2,CV-CVC,NOM,1.95,4,1.95,1.21999998,0.94,0.334453747,0.446313056,bidule,5,4,4,4,FALSE
jouvence,Zuv@s,jouvence,NOM,0.81,0.81,1.35,1,1,8,2,CV-CVC,NOM,2.1,5,2.4,1.34999999,0.81,0.334453749,0.446313059,jouvence,5,5,5,5,TRUE
saumure,somyR,saumure,NOM,0.42,0.42,1.76,1,1,7,2,CV-CVC,NOM,1.9,5,1.9,1.75999999,0.42,0.338456492,0.453009288,saumure,5,5,5,5,TRUE
lanceur,l@s9R,lanceur,NOM,2.25,1.84,0.34,2,1,7,2,CV-CVC,NOM,1.6,4,1.65,0.34000001,1.84,0.338456496,0.453009295,lanceur,5,4,4,4,FALSE
moignon,mwaN§,moignon,NOM,0.57,0.36,1.82,2,1,7,2,CYV-CV,NOM,1.7,4,2.8,1.82000001,0.36,0.338456496,0.453009295,moignon,5,4,4,4,FALSE
mécène,mesEn,mécène,NOM,0.82,0.69,1.49,2,1,6,2,CV-CVC,NOM,1.9,4,1.95,1.49000002,0.69,0.338456498,0.453009298,mécène,5,4,4,4,FALSE
bougeotte,buZOt,bougeotte,NOM,1.04,1.04,1.15,1,1,9,2,CV-CVC,NOM,1.9,4,2.15,1.15,1.04,0.340444115,0.45634631,bougeotte,5,4,4,4,FALSE
tournis,tuRni,tournis,NOM,0.58,0.58,1.62,1,1,7,2,CVC-CV,NOM,1.55,5,1.75,1.61999999,0.58,0.342422679,0.45967597,tournis,5,5,5,5,TRUE
ventouse,v@tuz,ventouse,NOM,0.69,0.44,1.76,3,1,8,2,CV-CVC,NOM,1.75,5,1.85,1.75999999,0.44,0.342422679,0.45967597,ventouse,5,4,5,5,TRUE
bolide,bolid,bolide,NOM,0.49,0.38,1.82,2,1,6,2,CV-CVC,NOM,1.95,5,1.95,1.82000001,0.38,0.342422683,0.459675976,bolide,5,5,5,5,TRUE
tronçon,tR§s§,tronçon,NOM,0.31,0.17,2.03,2,1,7,2,CCV-CV,NOM,1.85,5,3.8,2.03000001,0.17,0.342422683,0.459675976,tronçon,5,5,5,5,TRUE
croûton,kRut§,croûton,NOM,0.91,0.59,1.62,2,1,7,2,CCV-CV,NOM,1.6,5,2.55,1.61999999,0.59,0.344392272,0.462998309,croûton,5,5,5,5,TRUE
échoppe,eSOp,échoppe,NOM,0.2,0.19,2.03,2,1,7,2,V-CVC,NOM,1.8,3,1.9,2.03000001,0.19,0.346352976,0.466313361,échoppe,4,3,3,3,FALSE
rôdeur,Rod9R,rôdeur,NOM,1.37,0.94,1.28,2,1,6,2,CV-CVC,NOM,1.5,2,1.55,1.28000002,0.94,0.346352978,0.466313364,rôdeur,5,4,2,4,FALSE
mentor,m5tOR,mentor,NOM,1.72,1.62,0.61,2,1,6,2,CV-CVC,NOM,1.95,4,2,0.61000001,1.62,0.348304865,0.469621144,mentor,5,4,4,4,FALSE
baston,bast§,baston,NOM,1.51,1.43,0.81,3,1,6,2,CVC-CV,NOM,1.7,5,2.35,0.80999998,1.43,0.350248014,0.472921686,baston,5,5,5,5,TRUE
sapeur,sap9R,sapeur,NOM,0.78,0.56,1.69,2,1,6,2,CV-CVC,NOM,1.5,5,1.55,1.69,0.56,0.352182518,0.476215044,sapeur,5,5,5,5,TRUE
pruneau,pRyno,pruneau,NOM,1.59,0.92,1.35,2,1,7,2,CCV-CV,NOM,1.95,5,1.95,1.34999999,0.92,0.356025855,0.482780265,pruneau,5,5,5,5,TRUE
phalange,fal@Z,phalange,NOM,1,0.58,1.69,2,1,8,2,CV-CVC,NOM,1.95,5,2,1.69,0.58,0.356025857,0.482780268,phalange,5,5,5,5,TRUE
fournée,fuRne,fournée,NOM,0.47,0.46,1.82,2,1,7,2,CVC-CV,NOM,1.45,5,1.45,1.82000001,0.46,0.357934849,0.486052205,fournée,5,5,5,5,TRUE
corolle,koROl,corolle,NOM,0.4,0.26,2.03,2,1,7,2,CV-CVC,NOM,1.7,4,1.8,2.03000001,0.26,0.359835484,0.48931706,corolle,5,5,4,5,TRUE
causette,kozEt,causette,NOM,0.71,0.69,1.62,2,1,8,2,CV-CVC,NOM,1.55,4,1.75,1.61999999,0.69,0.363611978,0.495825649,causette,5,4,4,4,FALSE
sinus,sinys,sinus,NOM,1.3,1.3,1.01,1,1,5,2,CV-CVC,NOM,1.85,5,1.9,1.01000001,1.3,0.363611982,0.495825655,sinus,5,5,5,5,TRUE
bedaine,b2dEn,bedaine,NOM,0.89,0.89,1.42,2,1,7,2,CV-CVC,NOM,,4,2.05,1.42000002,0.89,0.363611984,0.495825658,bedaine,5,4,4,4,FALSE
caboche,kabOS,caboche,NOM,1.13,1.12,1.22,2,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.21999998,1.12,0.369215854,0.5055362,caboche,5,5,5,5,TRUE
timbale,t5bal,timbale,NOM,0.97,0.6,1.76,2,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.75999999,0.6,0.372912001,0.511975362,timbale,5,5,5,5,TRUE
tailleuse,taj2z,tailleuse,NOM,2.29,2.29,0.07,1,1,9,2,CV-YVC,NOM,1.9,4,2.1,0.07000001,2.29,0.372912005,0.511975368,tailleuse,5,4,4,4,FALSE
myopie,mjopi,myopie,NOM,0.29,0.29,2.09,2,1,6,2,CYV-CV,NOM,2,3,2.3,2.09,0.29,0.376576957,0.518387162,myopie,5,5,3,5,TRUE
laveur,lav9R,laveur,NOM,2.49,1.51,0.88,2,1,6,2,CV-CVC,NOM,1.5,4,1.55,0.88,1.51,0.378397901,0.521582872,laveur,5,4,4,4,FALSE
marelle,maREl,marelle,NOM,0.64,0.64,1.76,2,1,7,2,CV-CVC,NOM,1.55,4,1.6,1.75999999,0.64,0.38021124,0.524771827,marelle,5,5,4,5,TRUE
carence,kaR@s,carence,NOM,1.06,0.91,1.49,2,1,7,2,CV-CVC,NOM,1.65,5,1.7,1.49000002,0.91,0.380211245,0.524771836,carence,5,5,5,5,TRUE
chaînette,SEnEt,chaînette,NOM,0.26,0.25,2.16,2,1,9,2,CV-CVC,NOM,1.85,1,1.85,2.15999998,0.25,0.382017039,0.527954057,chaînette,5,5,1,5,TRUE
lavette,lavEt,lavette,NOM,1.57,1.2,1.22,2,1,7,2,CV-CVC,NOM,1.7,5,1.8,1.21999998,1.2,0.383815362,0.531129595,lavette,5,4,5,5,TRUE
whiskies,wiski,whiskies,NOM,0.53,0.53,1.89,4,1,8,2,YVC-CV,NOM,2,5,2.15,1.88999998,0.53,0.383815362,0.531129595,whiskies,5,5,5,5,TRUE
tandem,t@dEm,tandem,NOM,0.6,0.6,1.82,2,1,6,2,CV-CVC,NOM,1.9,5,2.15,1.82000001,0.6,0.383815368,0.531129604,tandem,5,4,5,5,TRUE
verso,vERso,verso,NOM,0.62,0.61,1.82,3,1,5,2,CVC-CV,NOM,1.4,5,1.6,1.82000001,0.61,0.385606275,0.534298475,verso,5,5,5,5,TRUE
pouliche,puliS,pouliche,NOM,1.1,0.9,1.55,2,1,8,2,CV-CVC,NOM,1.85,5,1.85,1.55,0.9,0.389166084,0.540616326,pouliche,5,5,5,5,TRUE
casseur,kas9R,casseur,NOM,1.47,0.71,1.76,2,1,7,2,CV-CVC,NOM,1.6,4,1.65,1.75999999,0.71,0.392696952,0.546907847,casseur,5,4,4,4,FALSE
cerceau,sERso,cerceau,NOM,0.64,0.52,1.96,2,1,7,2,CVC-CV,NOM,1.65,1,1.65,1.95999999,0.52,0.394451679,0.550043806,cerceau,5,4,1,4,FALSE
glaçon,glas§,glaçon,NOM,7.4,1.55,0.95,3,1,6,2,CCV-CV,NOM,1.4,5,2.5,0.94999999,1.55,0.397940007,0.556296256,glaçon,5,5,5,5,TRUE
lutteur,lyt9R,lutteur,NOM,1.27,0.88,1.62,2,1,7,2,CV-CVC,NOM,1.75,4,1.8,1.61999999,0.88,0.397940007,0.556296256,lutteur,5,4,4,4,FALSE
minceur,m5s9R,minceur,NOM,0.2,0.2,2.3,2,1,7,2,CV-CVC,NOM,1.75,4,1.75,2.3,0.2,0.397940009,0.556296259,minceur,5,4,4,4,FALSE
mangeur,m@Z9R,mangeur,NOM,3.45,1.49,1.01,2,1,7,2,CV-CVC,NOM,1.7,4,1.8,1.01000001,1.49,0.39794001,0.556296262,mangeur,5,4,4,4,FALSE
lainage,lEnaZ,lainage,NOM,0.17,0.01,2.5,2,1,7,2,CV-CVC,NOM,1.9,4,1.9,2.49999996,0.01,0.399673715,0.559412793,lainage,5,4,4,4,FALSE
harpon,aRp§,harpon,NOM,1.18,0.75,1.76,2,1,6,2,VC-CV,NOM,1.5,4,2.05,1.75999999,0.75,0.39967372,0.559412802,harpon,4,4,4,4,TRUE
rougeur,RuZ9R,rougeur,NOM,1.16,0.63,1.89,2,1,7,2,CV-CVC,NOM,1.65,4,1.7,1.88999998,0.63,0.401400537,0.562522929,rougeur,5,4,4,4,FALSE
fossette,fosEt,fossette,NOM,0.86,0.44,2.09,2,1,8,2,CV-CVC,NOM,1.7,3,1.75,2.09,0.44,0.403120521,0.565626676,fossette,5,5,3,5,TRUE
foutaise,futEz,foutaise,NOM,8.66,1.8,0.74,2,1,8,2,CV-CVC,NOM,1.9,5,2,0.74000001,1.8,0.404833718,0.568724058,foutaise,5,4,5,5,TRUE
afflux,afly,afflux,NOM,0.25,0.25,2.3,3,1,6,2,V-CCV,NOM,1.55,4,1.65,2.3,0.25,0.40654018,0.571815099,afflux,4,4,4,4,TRUE
viseur,viz9R,viseur,NOM,1.93,1.48,1.08,2,1,6,2,CV-CVC,NOM,1.65,4,1.65,1.07999998,1.48,0.408239962,0.574899828,viseur,5,4,4,4,FALSE
cigale,sigal,cigale,NOM,3,1.43,1.15,2,1,6,2,CV-CVC,NOM,1.6,5,1.6,1.15,1.43,0.411619706,0.581050488,cigale,5,5,5,5,TRUE
pétale,petal,pétale,NOM,3.47,1.17,1.42,2,1,6,2,CV-CVC,NOM,1.5,5,1.55,1.42000002,1.17,0.413299767,0.584116465,pétale,5,5,5,5,TRUE
tempo,tEmpo,tempo,NOM,1.44,1.38,1.22,2,1,5,2,CVC-CV,NOM,2.6,2,2.6,1.21999998,1.38,0.414973345,0.587176221,tempo,5,4,2,4,FALSE
rillettes,RijEt,rillettes,NOM,0.17,0.17,2.43,1,1,9,2,CV-YVC,NOM,1.75,4,1.85,2.43,0.17,0.414973348,0.587176227,rillettes,5,4,4,4,FALSE
sésame,sezam,sésame,NOM,1.26,1.26,1.35,1,1,6,2,CV-CVC,NOM,1.95,5,1.95,1.34999999,1.26,0.416640506,0.590229817,sésame,5,5,5,5,TRUE
chaloupe,Salup,chaloupe,NOM,0.82,0.73,1.89,2,1,8,2,CV-CVC,NOM,1.85,5,1.95,1.88999998,0.73,0.418301288,0.593277256,chaloupe,5,5,5,5,TRUE
marmot,maRmo,marmot,NOM,1.52,1.21,1.42,2,1,6,2,CVC-CV,NOM,1.85,5,1.85,1.42000002,1.21,0.419955752,0.596318585,marmot,5,5,5,5,TRUE
rondelle,R§dEl,rondelle,NOM,1.16,0.42,2.23,2,1,8,2,CV-CVC,NOM,1.9,2,2.9,2.22999998,0.42,0.423245871,0.602382938,rondelle,5,4,2,4,FALSE
archer,aRSe,archer,NOM,3.77,2.24,0.41,2,1,6,2,VC-CV,NOM,1.4,4,1.4,0.40999999,2.24,0.423245872,0.602382941,archer,4,4,4,4,TRUE
tombeur,t§b9R,tombeur,NOM,2.13,1.94,0.74,2,1,7,2,CV-CVC,NOM,1.85,4,2.75,0.74000001,1.94,0.428134796,0.611434199,tombeur,5,4,4,4,FALSE
alpha,alfa,alpha,NOM,2.09,2.09,0.61,3,1,5,2,VC-CV,NOM,1.5,4,1.7,0.61000001,2.09,0.431363766,0.617438464,alpha,4,4,4,4,TRUE
acné,akne,acné,NOM,1.9,1.9,0.81,2,1,4,2,VC-CV,NOM,1.65,4,1.65,0.80999998,1.9,0.432969288,0.620431692,acné,4,3,4,4,TRUE
chacal,Sakal,chacal,NOM,3.02,1.16,1.55,2,1,6,2,CV-CVC,NOM,1.95,1,1.95,1.55,1.16,0.432969291,0.620431698,chacal,5,4,1,4,FALSE
mélasse,melas,mélasse,NOM,1.31,1.31,1.42,1,1,7,2,CV-CVC,NOM,1.75,5,1.85,1.42000002,1.31,0.43616265,0.626400508,mélasse,5,5,5,5,TRUE
faucille,fosij,faucille,NOM,0.53,0.51,2.23,2,1,8,2,CV-CVY,NOM,1.85,5,1.9,2.22999998,0.51,0.43775056,0.629376112,faucille,5,5,5,5,TRUE
racket,RakEt,racket,NOM,2.33,2.07,0.68,5,1,6,2,CV-CVC,NOM,1.3,5,1.6,0.67999999,2.07,0.439332692,0.632345907,racket,5,5,5,5,TRUE
sucette,sysEt,sucette,NOM,2.29,1.27,1.49,2,1,7,2,CV-CVC,NOM,1.6,5,1.85,1.49000002,1.27,0.440909085,0.635309907,sucette,5,5,5,5,TRUE
écrou,ekRu,écrou,NOM,0.72,0.34,2.43,2,1,5,2,V-CCV,NOM,1.65,4,1.75,2.43,0.34,0.442479769,0.638268115,écrou,4,4,4,4,TRUE
plumeau,plymo,plumeau,NOM,0.59,0.48,2.3,2,1,7,2,CCV-CV,NOM,1.65,5,1.75,2.3,0.48,0.444044796,0.641220577,plumeau,5,5,5,5,TRUE
penseur,p@s9R,penseur,NOM,1.64,0.84,1.96,2,1,7,2,CV-CVC,NOM,1.5,4,1.55,1.95999999,0.84,0.44715803,0.647108333,penseur,5,4,4,4,FALSE
brio,bRijo,brio,NOM,0.93,0.93,1.89,1,1,4,2,CCV-YV,NOM,1.45,5,1.65,1.88999998,0.93,0.450249105,0.652973362,brio,5,5,5,5,TRUE
coyote,kojOt,coyote,NOM,4.01,2.5,0.34,2,1,6,2,CV-YVC,NOM,1.95,2,1.95,0.34000001,2.5,0.453318342,0.65881586,coyote,5,3,2,3,FALSE
lorgnon,lORN§,lorgnon,NOM,0.02,0.02,2.84,2,1,7,2,CVC-CV,NOM,1.75,5,2.8,2.83999996,0.02,0.456366027,0.664635978,lorgnon,5,5,5,5,TRUE
laïus,lajys,laïus,NOM,1.78,1.78,1.08,2,1,5,2,CV-YVC,NOM,2,4,2,1.07999998,1.78,0.45636603,0.664635984,laïus,5,4,4,4,FALSE
crottin,kRot5,crottin,NOM,0.58,0.57,2.3,2,1,7,2,CCV-CV,NOM,1.65,5,1.7,2.3,0.57,0.457881897,0.667537728,crottin,5,5,5,5,TRUE
notice,notis,notice,NOM,1.23,0.92,1.96,2,1,6,2,CV-CVC,NOM,1.8,5,1.85,1.95999999,0.92,0.459392486,0.670433943,notice,5,5,5,5,TRUE
baignade,bENad,baignade,NOM,1.1,1,1.89,2,1,8,2,CV-CVC,NOM,1.95,5,2.3,1.88999998,1,0.46089784,0.673324658,baignade,5,4,5,5,TRUE
pommette,pomEt,pommette,NOM,0.9,0.21,2.7,2,1,8,2,CV-CVC,NOM,1.55,4,1.7,2.69999997,0.21,0.463892985,0.679089686,pommette,5,5,4,5,TRUE
bâbord,babOR,bâbord,NOM,1.97,1.97,0.95,1,1,6,2,CV-CVC,NOM,1.75,4,1.75,0.94999999,1.97,0.46538285,0.681964047,bâbord,5,4,4,4,FALSE
pitance,pit@s,pitance,NOM,0.35,0.35,2.57,2,1,7,2,CV-CVC,NOM,1.9,5,1.9,2.57000003,0.35,0.465382856,0.681964058,pitance,5,5,5,5,TRUE
cassure,kasyR,cassure,NOM,0.51,0.44,2.5,2,1,7,2,CV-CVC,NOM,1.65,4,1.85,2.49999996,0.44,0.468347325,0.687696541,cassure,5,4,4,4,FALSE
comptine,k§tin,comptine,NOM,2,1.73,1.22,2,1,8,2,CV-CVC,NOM,1.75,5,2.55,1.21999998,1.73,0.469822013,0.690554737,comptine,5,5,5,5,TRUE
syllabe,silab,syllabe,NOM,1.52,0.65,2.3,2,1,7,2,CV-CVC,NOM,2,5,2,2.3,0.65,0.469822016,0.690554743,syllabe,5,5,5,5,TRUE
rougeole,RuZOl,rougeole,NOM,1.27,1.27,1.69,1,1,8,2,CV-CVC,NOM,2,4,2.15,1.69,1.27,0.471291711,0.693407588,rougeole,5,4,4,4,FALSE
bavure,bavyR,bavure,NOM,1.65,1.28,1.69,2,1,6,2,CV-CVC,NOM,1.85,4,1.85,1.69,1.28,0.472756449,0.69625511,bavure,5,4,4,4,FALSE
apport,apOR,apport,NOM,1.8,1.63,1.35,2,1,6,2,V-CVC,NOM,1.3,4,1.5,1.34999999,1.63,0.474216263,0.699097326,apport,4,4,4,4,TRUE
planton,pl@t§,planton,NOM,0.53,0.5,2.5,3,1,7,2,CCV-CV,NOM,1.4,5,2.4,2.49999996,0.5,0.477121249,0.704765935,planton,5,5,5,5,TRUE
pollen,polEn,pollen,NOM,1.37,1.2,1.82,2,1,6,2,CV-CVC,NOM,1.7,5,1.8,1.82000001,1.2,0.480006944,0.710413611,pollen,5,5,5,5,TRUE
labour,labuR,labour,NOM,0.67,0.39,2.64,4,1,6,2,CV-CVC,NOM,1.7,5,1.85,2.63999997,0.39,0.481442624,0.713229625,labour,5,5,5,5,TRUE
ténor,tenOR,ténor,NOM,1.38,1.01,2.03,2,1,5,2,CV-CVC,NOM,2,4,2,2.03000001,1.01,0.482873585,0.716040484,ténor,5,4,4,4,FALSE
carcan,kaRk@,carcan,NOM,0.29,0.28,2.77,2,1,6,2,CVC-CV,NOM,1.6,5,1.85,2.77,0.28,0.484299839,0.718846174,carcan,5,5,5,5,TRUE
trognon,tRoN§,trognon,NOM,0.84,0.75,2.3,2,1,7,2,CCV-CV,NOM,1.85,4,2.8,2.3,0.75,0.484299839,0.718846174,trognon,5,4,4,4,FALSE
ourlet,uRlE,ourlet,NOM,0.93,0.69,2.36,4,1,6,2,VC-CV,NOM,1.75,4,1.95,2.36000002,0.69,0.484299842,0.718846179,ourlet,4,4,4,4,TRUE
rétine,Retin,rétine,NOM,0.8,0.69,2.36,2,1,6,2,CV-CVC,NOM,1.6,5,1.7,2.36000002,0.69,0.484299842,0.718846179,rétine,5,5,5,5,TRUE
grillon,gRij§,grillon,NOM,1.45,0.98,2.09,3,1,7,2,CCV-YV,NOM,1.2,5,2.15,2.09,0.98,0.487138375,0.724442172,grillon,5,5,5,5,TRUE
sondage,s§daZ,sondage,NOM,4.64,2.33,0.74,2,1,7,2,CV-CVC,NOM,1.85,5,2.8,0.74000001,2.33,0.487138377,0.724442175,sondage,5,4,5,5,TRUE
pétoche,petOS,pétoche,NOM,0.52,0.5,2.57,2,1,7,2,CV-CVC,NOM,1.95,4,1.95,2.57000003,0.5,0.48713838,0.724442181,pétoche,5,4,4,4,FALSE
guetteur,gEt9R,guetteur,NOM,1.09,0.6,2.5,2,1,8,2,CV-CVC,NOM,1.75,4,1.8,2.49999996,0.6,0.491361688,0.732797997,guetteur,5,4,4,4,FALSE
machette,maSEt,machette,NOM,2.64,1.88,1.22,2,1,8,2,CV-CVC,NOM,1.3,3,1.5,1.21999998,1.88,0.491361691,0.732798002,machette,5,4,3,4,FALSE
bosquet,bOskE,bosquet,NOM,0.8,0.47,2.64,2,1,7,2,CVC-CV,NOM,1.85,5,1.95,2.63999997,0.47,0.492760385,0.735573182,bosquet,5,5,5,5,TRUE
atome,atom,atome,NOM,2.85,1.3,1.82,2,1,5,2,V-CVC,NOM,1.85,4,1.9,1.82000001,1.3,0.494154595,0.73834336,atome,4,4,4,4,TRUE
couchage,kuSaZ,couchage,NOM,1.86,1.86,1.28,1,1,8,2,CV-CVC,NOM,1.65,5,1.75,1.28000002,1.86,0.496929651,0.743868729,couchage,5,5,5,5,TRUE
pirogue,piROg,pirogue,NOM,0.76,0.65,2.5,2,1,7,2,CV-CVC,NOM,1.95,4,1.95,2.49999996,0.65,0.498310548,0.746623951,pirogue,5,5,4,5,TRUE
buveur,byv9R,buveur,NOM,2.22,1.67,1.49,2,1,6,2,CV-CVC,NOM,1.8,4,1.8,1.49000002,1.67,0.499687085,0.749374269,buveur,5,4,4,4,FALSE
