Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,freqlivres,nbhomoph,islem,nblettres,nbsyll,cv-cv,cgramortho,pld20,Mlex puPhon,Mlex pld20,Mlex fb,Mlex ff,freq_comb,freq_comb_2,Word,nbphons,Pulexique,PUmMlex,maxPU,finalPU
chausseur,Sos9R,chausseur,NOM,0.07,0.07,0.41,2,1,9,2,CV-CVC,NOM,1.6,4,1.7,0.40999999,0.07,-0.318758772,-0.217151617,chausseur,5,4,4,4,FALSE
kayak,kajak,kayak,NOM,0.34,0.34,0.14,2,1,5,2,CV-YVC,NOM,1.7,5,1.75,0.14,0.34,-0.318758763,-0.217151614,kayak,5,5,5,5,TRUE
bailleur,baj9R,bailleur,NOM,0.56,0.28,0.2,2,1,8,2,CV-YVC,NOM,1.45,4,1.5,0.20000001,0.28,-0.318758754,-0.217151611,bailleur,5,4,4,4,FALSE
zéphyr,zefiR,zéphyr,NOM,0.09,0.04,0.47,4,1,6,2,CV-CVC,NOM,1.9,2,1.95,0.46999998,0.04,-0.292429841,-0.206914629,zéphyr,5,3,2,3,FALSE
faucheur,foS9R,faucheur,NOM,2.07,0.42,0.14,2,1,8,2,CV-CVC,NOM,1.8,2,1.9,0.14,0.42,-0.251811973,-0.188402703,faucheur,5,4,2,4,FALSE
foufoune,fufun,foufoune,NOM,0.69,0.57,0,2,1,8,2,CV-CVC,NOM,2.65,5,2.75,0,0.57,-0.244125144,-0.184528058,foufoune,5,5,5,5,TRUE
tanneur,tan9R,tanneur,NOM,0.31,0.31,0.27,2,1,7,2,CV-CVC,NOM,1.75,4,1.75,0.27,0.31,-0.236572006,-0.180605692,tanneur,5,4,4,4,FALSE
campeur,k@p9R,campeur,NOM,0.68,0.13,0.47,2,1,7,2,CV-CVC,NOM,1.75,4,1.8,0.46999998,0.13,-0.221848764,-0.17263189,campeur,5,4,4,4,FALSE
vignette,viNEt,vignette,NOM,0.26,0.19,0.41,2,1,8,2,CV-CVC,NOM,1.95,3,1.95,0.40999999,0.19,-0.221848757,-0.172631886,vignette,5,4,3,4,FALSE
neutron,n2tR§,neutron,NOM,0.68,0.46,0.14,2,1,7,2,CV-CCV,NOM,1.8,5,2.8,0.14,0.46,-0.22184875,-0.172631882,neutron,5,5,5,5,TRUE
roulade,Rulad,roulade,NOM,0.2,0.14,0.47,2,1,7,2,CV-CVC,NOM,1.85,5,1.95,0.46999998,0.14,-0.214670179,-0.168586893,roulade,5,5,5,5,TRUE
ovaire,ovER,ovaire,NOM,1.2,0.49,0.14,2,1,6,2,V-CVC,NOM,1.2,4,1.55,0.14,0.49,-0.200659451,-0.160395235,ovaire,4,4,4,4,TRUE
rappeur,Rap9R,rappeur,NOM,1.01,0.65,0,2,1,7,2,CV-CVC,NOM,1.25,4,1.3,0,0.65,-0.187086643,-0.152085231,rappeur,5,4,4,4,FALSE
colza,kOlza,colza,NOM,0.05,0.05,0.61,2,1,5,2,CVC-CV,NOM,1.95,3,2,0.61000001,0.05,-0.180456058,-0.147891669,colza,5,4,3,4,FALSE
lamelle,lamEl,lamelle,NOM,0.72,0.14,0.54,2,1,7,2,CV-CVC,NOM,1.7,5,1.8,0.54,0.14,-0.167491087,-0.139437823,lamelle,5,5,5,5,TRUE
essieu,Esj2,essieu,NOM,0.28,0.28,0.41,2,1,6,2,V-CYV,NOM,1.95,3,1.95,0.40999999,0.28,-0.161150916,-0.135181298,essieu,4,3,3,3,FALSE
facette,fasEt,facette,NOM,1.21,0.67,0.07,2,1,7,2,CV-CVC,NOM,1.6,5,1.7,0.07000001,0.67,-0.130768274,-0.113667933,facette,5,4,5,5,TRUE
abdos,abdo,abdos,NOM,0.86,0.86,0,1,1,5,2,VC-CV,NOM,1.9,4,1.9,0,0.86,-0.065501549,-0.061211096,abdos,4,4,4,4,TRUE
quintal,k5tal,quintal,NOM,0.56,0.19,0.68,1,1,7,2,CV-CVC,NOM,1.85,4,1.85,0.67999999,0.19,-0.060480752,-0.056822831,quintal,5,4,4,4,FALSE
tonus,tonys,tonus,NOM,0.34,0.34,0.61,1,1,5,2,CV-CVC,NOM,1.85,4,1.9,0.61000001,0.34,-0.02227639,-0.021780153,tonus,5,4,4,4,FALSE
rayure,RejyR,rayure,NOM,2.82,0.36,0.61,2,1,6,2,CV-YVC,NOM,1.85,3,1.95,0.61000001,0.36,-0.013228261,-0.013053274,rayure,5,4,3,4,FALSE
gencive,Z@siv,gencive,NOM,1.35,0.18,0.81,2,1,7,2,CV-CVC,NOM,1.95,4,2.5,0.80999998,0.18,-0.004364814,-0.004345763,gencive,5,4,4,4,FALSE
teckel,tekEl,teckel,NOM,0.23,0.21,0.81,2,1,6,2,CV-CVC,NOM,1.9,4,1.9,0.80999998,0.21,0.008600163,0.008674126,teckel,5,4,4,4,FALSE
dorure,dORyR,dorure,NOM,0.22,0.07,0.95,2,1,6,2,CV-CVC,NOM,2,4,2,0.94999999,0.07,0.008600168,0.00867413,dorure,5,4,4,4,FALSE
couguar,kugaR,couguar,NOM,0.72,0.65,0.41,2,1,7,2,CV-CVC,NOM,1.95,3,1.95,0.40999999,0.65,0.025305861,0.025946248,couguar,5,4,3,4,FALSE
biquette,bikEt,biquette,NOM,0.46,0.05,1.01,2,1,8,2,CV-CVC,NOM,1.3,5,1.45,1.01000001,0.05,0.025305869,0.025946256,biquette,5,5,5,5,TRUE
bowling,buliG,bowling,NOM,0,0,1.08,1,1,7,2,CV-CVC,NOM,1.95,5,1.95,1.07999998,0,0.033423747,0.034540894,bowling,5,5,5,5,TRUE
rosace,Rozas,rosace,NOM,0,0,1.08,2,1,6,2,CV-CVC,NOM,1.8,5,1.9,1.07999998,0,0.033423747,0.034540894,rosace,5,5,5,5,TRUE
vinyle,vinil,vinyle,NOM,0.7,0.34,0.74,2,1,6,2,CV-CVC,NOM,1.9,5,1.9,0.74000001,0.34,0.03342376,0.034540907,vinyle,5,5,5,5,TRUE
graillon,gRaj§,graillon,NOM,0.08,0.08,1.01,2,1,8,2,CCV-YV,NOM,1.65,5,2.8,1.01000001,0.08,0.037426502,0.038827245,graillon,5,5,5,5,TRUE
pontife,p§tif,pontife,NOM,0.26,0.23,0.88,2,1,7,2,CV-CVC,NOM,1.85,5,2.75,0.88,0.23,0.045322979,0.047377151,pontife,5,5,5,5,TRUE
adage,adaZ,adage,NOM,0.62,0.61,0.54,2,1,5,2,V-CVC,NOM,1.8,4,1.8,0.54,0.61,0.06069784,0.064382068,adage,4,4,4,4,TRUE
recto,REkto,recto,NOM,0.3,0.3,0.88,3,1,5,2,CVC-CV,NOM,1.85,5,1.85,0.88,0.3,0.071882007,0.07704903,recto,5,5,5,5,TRUE
lardon,laRd§,lardon,NOM,0.83,0.57,0.61,3,1,6,2,CVC-CV,NOM,1.3,5,2.45,0.61000001,0.57,0.071882011,0.077049034,lardon,5,5,5,5,TRUE
rotule,Rotyl,rotule,NOM,1.29,0.57,0.61,2,1,6,2,CV-CVC,NOM,1.9,2,1.95,0.61000001,0.57,0.071882011,0.077049034,rotule,5,5,2,5,TRUE
azote,azOt,azote,NOM,1.05,1.05,0.14,1,1,5,2,V-CVC,NOM,1.9,4,2,0.14,1.05,0.075546961,0.081254305,azote,4,4,4,4,TRUE
guidage,gidaZ,guidage,NOM,1.19,1.19,0,1,1,7,2,CV-CVC,NOM,1.9,5,1.95,0,1.19,0.075546961,0.081254305,guidage,5,4,5,5,TRUE
mamelle,mamEl,mamelle,NOM,0.83,0.19,1.01,2,1,7,2,CV-CVC,NOM,1.7,5,1.75,1.01000001,0.19,0.07918125,0.08545092,mamelle,5,5,5,5,TRUE
chardon,SaRd§,chardon,NOM,0.28,0.2,1.01,2,1,7,2,CVC-CV,NOM,1.5,5,2.5,1.01000001,0.2,0.082785374,0.089638792,chardon,5,5,5,5,TRUE
quinconce,k5k§s,quinconce,NOM,0.01,0,1.22,2,1,9,2,CV-CVC,NOM,2.45,4,3.25,1.21999998,0,0.086359824,0.093817843,quinconce,5,4,4,4,FALSE
dragée,dRaZe,dragée,NOM,1.34,0.21,1.01,2,1,6,2,CCV-CV,NOM,1.8,5,1.8,1.01000001,0.21,0.086359834,0.093817855,dragée,5,5,5,5,TRUE
convive,k§viv,convive,NOM,0.67,0.15,1.08,2,1,7,2,CV-CVC,NOM,1.9,5,2.85,1.07999998,0.15,0.089905104,0.097988032,convive,5,5,5,5,TRUE
rasage,RazaZ,rasage,NOM,0.95,0.83,0.41,2,1,6,2,CV-CVC,NOM,1.6,5,1.7,0.40999999,0.83,0.093421682,0.102149292,rasage,5,5,5,5,TRUE
hebdo,Ebdo,hebdo,NOM,0.2,0.18,1.08,2,1,5,2,VC-CV,NOM,1.95,4,1.95,1.07999998,0.18,0.100370538,0.110444783,hebdo,4,4,4,4,TRUE
gazette,gazEt,gazette,NOM,0.42,0.26,1.01,2,1,7,2,CV-CVC,NOM,1.55,5,1.6,1.01000001,0.26,0.103803724,0.114578938,gazette,5,5,5,5,TRUE
perruche,pERyS,perruche,NOM,0.78,0.47,0.81,2,1,8,2,CV-CVC,NOM,1.9,5,1.9,0.80999998,0.47,0.107209963,0.118703939,perruche,5,5,5,5,TRUE
ampli,@pli,ampli,NOM,0.98,0.74,0.54,11,1,5,2,V-CCV,NOM,1.75,4,1.8,0.54,0.74,0.10720997,0.118703947,ampli,4,4,4,4,TRUE
mouillage,mujaZ,mouillage,NOM,0.14,0.14,1.15,2,1,9,2,CV-YVC,NOM,1.7,5,1.8,1.15,0.14,0.11058971,0.122819794,mouillage,5,4,5,5,TRUE
récif,Resif,récif,NOM,1.44,0.75,0.54,2,1,5,2,CV-CVC,NOM,1.85,5,1.9,0.54,0.75,0.11058971,0.122819794,récif,5,5,5,5,TRUE
muffin,m9fin,muffin,NOM,2.96,1.3,0,1,1,6,2,CV-CVC,NOM,,5,2.6,0,1.3,0.113943352,0.12692644,muffin,5,4,5,5,TRUE
trachée,tRaSe,trachée,NOM,0.97,0.97,0.34,2,1,7,2,CCV-CV,NOM,1.4,4,1.4,0.34000001,0.97,0.117271299,0.131023857,trachée,5,5,4,5,TRUE
monteur,m§t9R,monteur,NOM,1.46,1.07,0.27,2,1,7,2,CV-CVC,NOM,1.55,2,2.3,0.27,1.07,0.127104798,0.143260428,monteur,5,4,2,4,FALSE
gêneur,ZEn9R,gêneur,NOM,0.95,0.85,0.54,2,1,6,2,CV-CVC,NOM,1.9,4,2,0.54,0.85,0.1430148,0.163468033,gêneur,5,4,4,4,FALSE
hautesse,otEs,hautesse,NOM,0,0,1.42,3,1,8,2,V-CVC,NOM,1.8,4,1.95,1.42000002,0,0.15228835,0.175480092,hautesse,4,4,4,4,TRUE
syndic,s5dik,syndic,NOM,0.61,0.48,0.95,3,1,6,2,CV-CVC,NOM,1.7,5,1.75,0.94999999,0.48,0.155336034,0.179465318,syndic,5,5,5,5,TRUE
gérance,ZeR@s,gérance,NOM,0.29,0.29,1.15,1,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.15,0.29,0.158362492,0.183441171,gérance,5,5,5,5,TRUE
foison,fwaz§,foison,NOM,0.31,0.31,1.15,1,1,6,2,CYV-CV,NOM,1.85,5,2.75,1.15,0.31,0.164352856,0.191364717,foison,5,5,5,5,TRUE
caillasse,kajas,caillasse,NOM,0.16,0.14,1.35,2,1,9,2,CV-YVC,NOM,1.8,5,1.85,1.34999999,0.14,0.173186265,0.203179748,caillasse,5,5,5,5,TRUE
lynchage,l5SaZ,lynchage,NOM,0.99,0.81,0.68,2,1,8,2,CV-CVC,NOM,1.9,4,1.9,0.67999999,0.81,0.173186265,0.203179748,lynchage,5,4,4,4,FALSE
raccord,RakOR,raccord,NOM,1.02,0.81,0.68,2,1,7,2,CV-CVC,NOM,1.75,5,1.85,0.67999999,0.81,0.173186265,0.203179748,raccord,5,5,5,5,TRUE
muscat,myska,muscat,NOM,0.36,0.36,1.15,2,1,6,2,CVC-CV,NOM,1.7,5,1.75,1.15,0.36,0.178976947,0.211009695,muscat,5,5,5,5,TRUE
saxo,sakso,saxo,NOM,0.73,0.72,0.81,2,1,4,2,CVC-CV,NOM,1.85,5,1.85,0.80999998,0.72,0.184691425,0.218802348,saxo,5,5,5,5,TRUE
layette,lEjEt,layette,NOM,0.18,0.18,1.35,2,1,7,2,CV-YVC,NOM,2,4,2,1.34999999,0.18,0.184691428,0.218802352,layette,5,4,4,4,FALSE
boutade,butad,boutade,NOM,0.25,0.19,1.35,2,1,7,2,CV-CVC,NOM,1.85,5,1.95,1.34999999,0.19,0.187520718,0.222684738,boutade,5,5,5,5,TRUE
flocon,flok§,flocon,NOM,2.61,0.19,1.35,2,1,6,2,CCV-CV,NOM,1.8,5,2.8,1.34999999,0.19,0.187520718,0.222684738,flocon,5,5,5,5,TRUE
salsa,salsa,salsa,NOM,1.43,1.43,0.14,1,1,5,2,CVC-CV,NOM,1.8,5,1.95,0.14,1.43,0.195899652,0.234276326,salsa,5,5,5,5,TRUE
turbo,tyRbo,turbo,NOM,1.19,1.03,0.54,3,1,5,2,CVC-CV,NOM,1.8,5,1.8,0.54,1.03,0.195899652,0.234276326,turbo,5,5,5,5,TRUE
losange,loz@Z,losange,NOM,0.11,0.08,1.49,2,1,7,2,CV-CVC,NOM,2,5,2.45,1.49000002,0.08,0.195899658,0.234276334,losange,5,5,5,5,TRUE
lambris,l@bRi,lambris,NOM,0.04,0.04,1.55,1,1,7,2,CV-CCV,NOM,1.9,5,1.9,1.55,0.04,0.201397124,0.241957926,lambris,5,5,5,5,TRUE
manette,manEt,manette,NOM,1.08,0.65,0.95,2,1,7,2,CV-CVC,NOM,1.5,4,1.6,0.94999999,0.65,0.20411998,0.245784946,manette,5,5,4,5,TRUE
sonar,sonaR,sonar,NOM,1.71,1.54,0.07,2,1,5,2,CV-CVC,NOM,1.5,5,1.55,0.07000001,1.54,0.206825879,0.249602823,sonar,5,5,5,5,TRUE
encoche,@kOS,encoche,NOM,0.26,0.13,1.49,2,1,7,2,V-CVC,NOM,1.8,4,1.9,1.49000002,0.13,0.20951502,0.253411563,encoche,4,4,4,4,TRUE
rainure,RenyR,rainure,NOM,0.43,0.2,1.42,2,1,7,2,CV-CVC,NOM,1.8,4,1.9,1.42000002,0.2,0.20951502,0.253411563,rainure,5,5,4,5,TRUE
larcin,laRs5,larcin,NOM,0.6,0.43,1.22,2,1,6,2,CVC-CV,NOM,1.95,5,1.95,1.21999998,0.43,0.217483939,0.264783203,larcin,5,5,5,5,TRUE
roquette,RokEt,roquette,NOM,1.68,0.91,0.74,4,1,8,2,CV-CVC,NOM,1.4,2,1.55,0.74000001,0.91,0.217483947,0.264783214,roquette,5,5,2,5,TRUE
sonneur,son9R,sonneur,NOM,1.34,1.31,0.34,2,1,7,2,CV-CVC,NOM,1.6,4,1.65,0.34000001,1.31,0.217483947,0.264783214,sonneur,5,4,4,4,FALSE
lotus,lotys,lotus,NOM,0.58,0.58,1.08,1,1,5,2,CV-CVC,NOM,1.9,4,1.9,1.07999998,0.58,0.220108083,0.268555651,lotus,5,4,4,4,FALSE
clapet,klapE,clapet,NOM,1.15,0.98,0.68,3,1,6,2,CCV-CV,NOM,1.4,5,1.75,0.67999999,0.98,0.220108085,0.268555655,clapet,5,5,5,5,TRUE
pétanque,pet@k,pétanque,NOM,0.17,0.17,1.49,1,1,8,2,CV-CVC,NOM,1.9,5,1.95,1.49000002,0.17,0.220108093,0.268555666,pétanque,5,5,5,5,TRUE
surhomme,syROm,surhomme,NOM,1.11,0.86,0.81,2,1,8,2,CV-CVC,NOM,1.9,5,1.95,0.80999998,0.86,0.222716466,0.27231909,surhomme,5,5,5,5,TRUE
disette,dizEt,disette,NOM,0.06,0.06,1.62,2,1,7,2,CV-CVC,NOM,1.6,3,1.7,1.61999999,0.06,0.225309279,0.27607355,disette,5,5,3,5,TRUE
équerre,ekER,équerre,NOM,0.2,0.19,1.49,2,1,7,2,V-CVC,NOM,1.65,4,1.75,1.49000002,0.19,0.225309287,0.276073562,équerre,4,4,4,4,TRUE
bémol,bemOl,bémol,NOM,0.88,0.88,0.81,2,1,5,2,CV-CVC,NOM,2,4,2.05,0.80999998,0.88,0.227886699,0.279819047,bémol,5,3,4,4,FALSE
galoche,galOS,galoche,NOM,0.09,0,1.69,2,1,7,2,CV-CVC,NOM,1.75,4,1.85,1.69,0,0.227886705,0.279819055,galoche,5,5,4,5,TRUE
psyché,psiSe,psyché,NOM,0.73,0.7,1.01,2,1,6,2,CCV-CV,NOM,2,5,2,1.01000001,0.7,0.232996113,0.287283302,psyché,5,5,5,5,TRUE
pubis,pybis,pubis,NOM,0.59,0.59,1.15,1,1,5,2,CV-CVC,NOM,1.9,4,2,1.15,0.59,0.240549248,0.298413189,pubis,5,4,4,4,FALSE
tissage,tisaZ,tissage,NOM,0.26,0.25,1.49,2,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.49000002,0.25,0.240549253,0.298413197,tissage,5,4,5,5,TRUE
barrette,baREt,barrette,NOM,0.46,0.33,1.42,2,1,8,2,CV-CVC,NOM,1.3,5,1.35,1.42000002,0.33,0.243038054,0.302105549,barrette,5,5,5,5,TRUE
régence,ReZ@s,régence,NOM,0.07,0.07,1.69,1,1,7,2,CV-CVC,NOM,1.85,5,1.95,1.69,0.07,0.245512668,0.305789138,régence,5,5,5,5,TRUE
condor,k§dOR,condor,NOM,1.33,1.3,0.47,2,1,6,2,CV-CVC,NOM,1.8,4,2.7,0.46999998,1.3,0.247973261,0.309464,condor,5,5,4,5,TRUE
label,labEl,label,NOM,1.59,1.3,0.47,3,1,5,2,CV-CVC,NOM,1.5,4,1.55,0.46999998,1.3,0.247973261,0.309464,label,5,4,4,4,FALSE
fêlure,felyR,fêlure,NOM,0.26,0.23,1.55,1,1,6,2,CV-CVC,NOM,1.85,4,1.9,1.55,0.23,0.250420002,0.31313018,fêlure,5,4,4,4,FALSE
péage,peaZ,péage,NOM,1.08,0.9,0.88,2,1,5,2,CV-VC,NOM,1.85,4,1.85,0.88,0.9,0.250420002,0.31313018,péage,4,4,4,4,TRUE
miaou,mjau,miaou,NOM,0.46,0.45,1.35,2,1,5,2,CYV-V,NOM,1.95,4,1.95,1.34999999,0.45,0.255272503,0.320436553,miaou,4,4,4,4,TRUE
fausseté,foste,fausseté,NOM,0.75,0.75,1.08,1,1,8,2,CVC-CV,NOM,1.85,5,1.9,1.07999998,0.75,0.262451085,0.331331657,fausseté,5,5,5,5,TRUE
vinasse,vinas,vinasse,NOM,0.21,0.21,1.62,1,1,7,2,CV-CVC,NOM,1.8,5,1.85,1.61999999,0.21,0.262451087,0.331331661,vinasse,5,5,5,5,TRUE
rosette,RozEt,rosette,NOM,0.1,0.07,1.76,2,1,7,2,CV-CVC,NOM,1.8,4,1.75,1.75999999,0.07,0.262451087,0.331331661,rosette,5,5,4,5,TRUE
dînette,dinEt,dînette,NOM,0.59,0.49,1.35,2,1,7,2,CV-CVC,NOM,1.55,5,1.7,1.34999999,0.49,0.264817821,0.334946299,dînette,5,4,5,5,TRUE
feeling,filiG,feeling,NOM,1.53,1.3,0.54,2,1,7,2,CV-CVC,NOM,1.9,5,1.9,0.54,1.3,0.264817823,0.334946302,feeling,5,5,5,5,TRUE
chauffard,SofaR,chauffard,NOM,1.62,1.38,0.47,2,1,9,2,CV-CVC,NOM,1.7,5,1.85,0.46999998,1.38,0.267171724,0.338552454,chauffard,5,5,5,5,TRUE
masseur,mas9R,masseur,NOM,1.94,0.7,1.15,2,1,7,2,CV-CVC,NOM,1.4,3,1.45,1.15,0.7,0.267171728,0.338552461,masseur,5,4,3,4,FALSE
harpie,aRpi,harpie,NOM,0.73,0.64,1.22,3,1,6,2,VC-CV,NOM,1.4,4,1.4,1.21999998,0.64,0.26951294,0.342150164,harpie,4,4,4,4,TRUE
phallus,falys,phallus,NOM,0.44,0.44,1.42,1,1,7,2,CV-CVC,NOM,1.85,5,1.9,1.42000002,0.44,0.269512949,0.342150179,phallus,5,5,5,5,TRUE
ozone,ozon,ozone,NOM,1.35,1.35,0.54,1,1,5,2,V-CVC,NOM,1.9,3,1.9,0.54,1.35,0.276461804,0.352892933,ozone,4,3,3,3,FALSE
titane,titan,titane,NOM,1.69,1.69,0.2,1,1,6,2,CV-CVC,NOM,1.85,5,1.9,0.20000001,1.69,0.276461806,0.352892937,titane,5,5,5,5,TRUE
poinçon,pw5s§,poinçon,NOM,0.37,0.35,1.55,2,1,7,2,CYV-CV,NOM,1.8,5,2.8,1.55,0.35,0.278753601,0.356457171,poinçon,5,5,5,5,TRUE
panade,panad,panade,NOM,0.96,0.96,0.95,2,1,6,2,CV-CVC,NOM,1.7,5,1.75,0.94999999,0.96,0.281033365,0.360013117,panade,5,5,5,5,TRUE
crachin,kRaS5,crachin,NOM,0.03,0.03,1.89,2,1,7,2,CCV-CV,NOM,1.7,5,1.85,1.88999998,0.03,0.283301224,0.363560808,crachin,5,5,5,5,TRUE
ourson,uRs§,ourson,NOM,1.63,1.52,0.41,2,1,6,2,VC-CV,NOM,1.85,4,2.75,0.40999999,1.52,0.285557307,0.367100282,ourson,4,4,4,4,TRUE
trépas,tRepa,trépas,NOM,0.38,0.38,1.55,1,1,6,2,CCV-CV,NOM,1.7,5,1.85,1.55,0.38,0.285557309,0.367100286,trépas,5,5,5,5,TRUE
souillure,sujyR,souillure,NOM,0.79,0.45,1.49,2,1,9,2,CV-YVC,NOM,1.8,4,1.85,1.49000002,0.45,0.287801734,0.370631573,souillure,5,4,4,4,FALSE
bonbonne,b§bOn,bonbonne,NOM,0.47,0.33,1.62,4,1,8,2,CV-CVC,NOM,1.95,4,2.8,1.61999999,0.33,0.290034609,0.374154684,bonbonne,5,4,4,4,FALSE
lentille,l@tij,lentille,NOM,4.66,1.22,0.74,2,1,8,2,CV-CVY,NOM,1.9,5,1.95,0.74000001,1.22,0.292256074,0.377669686,lentille,5,5,5,5,TRUE
boniche,boniS,boniche,NOM,1.28,1.16,0.81,4,1,7,2,CV-CVC,NOM,1.85,5,1.9,0.80999998,1.16,0.294466222,0.381176578,boniche,5,5,5,5,TRUE
étole,etOl,étole,NOM,0.29,0.29,1.69,2,1,5,2,V-CVC,NOM,1.6,3,1.7,1.69,0.29,0.29666519,0.384675425,étole,4,4,3,4,TRUE
voirie,vwaRi,voirie,NOM,0.77,0.77,1.22,1,1,6,2,CYV-CV,NOM,1.75,5,1.8,1.21999998,0.77,0.298853072,0.388166231,voirie,5,5,5,5,TRUE
bienfait,bj5fE,bienfait,NOM,2.51,0.98,1.01,2,1,8,2,CYV-CV,NOM,2.35,5,2.6,1.01000001,0.98,0.298853079,0.388166241,bienfait,5,5,5,5,TRUE
fifille,fifij,fifille,NOM,0.65,0.65,1.35,1,1,7,2,CV-CVY,NOM,1.95,5,2.1,1.34999999,0.65,0.301029993,0.39164905,fifille,5,5,5,5,TRUE
implant,5pl@,implant,NOM,5.11,2,0,2,1,7,2,V-CCV,NOM,1.8,4,1.95,0,2,0.301029996,0.391649054,implant,4,4,4,4,TRUE
rocker,Rok9R,rocker,NOM,1.52,0.86,1.15,4,1,6,2,CV-CVC,NOM,1.7,4,1.7,1.15,0.86,0.303196057,0.395123907,rocker,5,4,4,4,FALSE
garrigue,gaRig,garrigue,NOM,0.54,0.54,1.49,2,1,8,2,CV-CVC,NOM,1.85,5,1.85,1.49000002,0.54,0.307496042,0.402049858,garrigue,5,5,5,5,TRUE
moutard,mutaR,moutard,NOM,0.86,0.54,1.49,2,1,7,2,CV-CVC,NOM,1.7,5,1.7,1.49000002,0.54,0.307496042,0.402049858,moutard,5,5,5,5,TRUE
grappin,gRap5,grappin,NOM,1.54,1.36,0.68,2,1,7,2,CCV-CV,NOM,1.75,5,1.75,0.67999999,1.36,0.309630165,0.405501005,grappin,5,5,5,5,TRUE
